Id,SalePrice
1461,123568.91518588425
1462,160278.2206441519
1463,186292.32117903215
1464,186028.9166690106
1465,198302.19218936286
1466,182400.16721205838
1467,177416.65324390386
1468,173997.3750553385
1469,180133.06711594964
1470,119767.31165179826
1471,201369.56030541722
1472,93248.4967552136
1473,99641.14057675508
1474,151018.52834064898
1475,136718.01471257384
1476,412443.193549467
1477,253583.34928946765
1478,308467.4197389118
1479,252071.85174230076
1480,435922.0027563245
1481,332596.08861705865
1482,204754.75581547624
1483,176547.48459768115
1484,175231.21049757965
1485,169870.5562079565
1486,203303.50865895292
1487,329716.0007281737
1488,221881.93589648535
1489,208899.22155341262
1490,212336.2601812628
1491,189261.36292009163
1492,95332.61253463502
1493,177352.0460176486
1494,289221.2878151839
1495,288140.40653446695
1496,239815.62552601722
1497,192418.70136517804
1498,156292.15462637407
1499,149771.31577078227
1500,154996.4221227961
1501,173562.51590318745
1502,161411.28599162283
1503,326976.7941427897
1504,227360.44220860171
1505,215316.13320634083
1506,186129.884787065
1507,236856.05371094757
1508,202191.0959552616
1509,164699.21750000073
1510,149167.3553816015
1511,148569.53913888749
1512,167902.5942799589
1513,145175.79073001316
1514,160213.0703701122
1515,196267.65506275248
1516,165901.59204315246
1517,151995.16907190648
1518,128845.04070198853
1519,233635.48878975265
1520,138319.84087078768
1521,143656.17020156648
1522,170645.85341467417
1523,114478.94737378319
1524,123509.49956791941
1525,127349.85851640819
1526,127604.7835995223
1527,105530.14645042043
1528,128527.98481826783
1529,143606.03093752477
1530,171647.35766470933
1531,128219.44803632234
1532,109189.65350677885
1533,140155.13700166804
1534,118399.52043115282
1535,150158.35826810973
1536,117199.7808973061
1537,82366.35162642357
1538,166305.49553574837
1539,225970.9623990004
1540,111738.76395989016
1541,146430.70890489314
1542,140748.81115143315
1543,207817.57840394945
1544,80667.9396864624
1545,103592.14532688708
1546,124440.08331343305
1547,142612.4745002007
1548,132798.12471053132
1549,115338.04472163066
1550,144448.22352556218
1551,117777.65434936041
1552,144455.24197504966
1553,141989.16807940925
1554,116206.44522742127
1555,168333.26963274134
1556,97979.37138976868
1557,122582.54267946575
1558,94120.1514053329
1559,112637.18955984325
1560,140522.1410987542
1561,151823.3348138124
1562,125008.05256183472
1563,120832.68465383071
1564,160148.19487558387
1565,154009.04758003817
1566,214559.26376221457
1567,71982.1997883272
1568,231123.27170619412
1569,152020.48428265646
1570,136957.56594738137
1571,131735.29160764476
1572,145624.59755652412
1573,239196.20381645949
1574,115186.6530004722
1575,207978.49477748567
1576,226557.5187514124
1577,202492.2983123222
1578,144768.62102013276
1579,141999.6316472003
1580,190888.94301420564
1581,146865.4288809885
1582,129790.39917539794
1583,324283.58994448907
1584,239462.64344404242
1585,138735.61849178973
1586,72911.35428434076
1587,99051.69634571127
1588,148889.36331504845
1589,108051.66643273638
1590,132990.0310128081
1591,103780.77101801339
1592,129097.78017535448
1593,120551.89571034416
1594,136280.90149168158
1595,120312.04870809219
1596,229919.1415184156
1597,169680.7669413791
1598,183836.95667139735
1599,193470.36331125742
1600,189409.8197706042
1601,82343.66677500494
1602,118461.39888511453
1603,92007.47338332163
1604,277915.1930269387
1605,241480.86823049703
1606,169944.77417230525
1607,163979.06960352673
1608,223323.21774969267
1609,202766.58874162132
1610,164987.68894669996
1611,146233.60579534597
1612,169887.63217383792
1613,166197.32239874732
1614,124297.31059399943
1615,87985.87057645107
1616,78618.57095655554
1617,87322.79969862851
1618,126190.78877533379
1619,133679.2488426849
1620,162306.19010434556
1621,135565.09084985428
1622,147724.95583508094
1623,281241.35430605954
1624,217241.85693713144
1625,121566.63204534049
1626,168429.2206929843
1627,190842.90551170718
1628,269511.4811662624
1629,176228.49386493128
1630,327967.7086451072
1631,206352.9660742432
1632,249829.7533604207
1633,170035.55834805273
1634,185639.29660247162
1635,178356.7617760701
1636,161008.6149743016
1637,177534.37762845206
1638,202184.60417798447
1639,181055.3705030498
1640,237429.944241914
1641,179021.73886441323
1642,224662.98417903675
1643,209827.51633794504
1644,216432.61547237664
1645,188784.15447326115
1646,156282.32547451503
1647,159043.30760055472
1648,141563.19510098023
1649,142405.210002861
1650,118004.90846622543
1651,122551.06998667434
1652,92164.22769149515
1653,96701.22624750799
1654,154400.50824688637
1655,155652.20402901212
1656,149112.88484283496
1657,155046.75374991517
1658,151413.58141458704
1659,138017.02848933046
1660,149565.8402921094
1661,437566.1540137093
1662,380478.42427052755
1663,392547.184033265
1664,471619.8915852255
1665,315663.03188463196
1666,316599.9518316932
1667,372110.46469409496
1668,333005.7600456397
1669,297765.4277857106
1670,335441.71878264437
1671,256995.28760699392
1672,457604.52240617864
1673,298693.36736397597
1674,247223.14109512046
1675,193124.71238256467
1676,195501.1982658261
1677,221214.89398498856
1678,474491.0667353091
1679,377101.4584256781
1680,319038.78144460975
1681,267967.85079557955
1682,303461.86808484135
1683,184838.53201652737
1684,170060.5960762335
1685,176458.05972110532
1686,167690.62014323723
1687,168593.8065070474
1688,186843.5737999684
1689,188649.52742039016
1690,181661.2791188197
1691,173452.17619061432
1692,259475.19074687356
1693,162886.69751989713
1694,184923.3492828322
1695,169152.52440273843
1696,274396.8138623608
1697,173004.00078547868
1698,343961.0626766638
1699,329990.39661512035
1700,242915.157278176
1701,254412.32360954158
1702,253860.02391547675
1703,252223.12136471434
1704,289704.7871146572
1705,233080.9562603224
1706,481205.92894156463
1707,225654.21470891323
1708,224254.3012681426
1709,288307.00895420223
1710,222315.6868782354
1711,262395.00790643605
1712,228592.0833618499
1713,254764.30604317074
1714,218445.4992567358
1715,202886.72946245322
1716,178820.77912010843
1717,165147.7623464706
1718,139953.25740265523
1719,209455.68587337172
1720,256437.90828832716
1721,165011.06287185536
1722,127033.23627192361
1723,159184.70477606857
1724,215056.03977851075
1725,225477.45376993573
1726,193999.66891530465
1727,170633.21528671146
1728,185111.85188300646
1729,169076.3002878129
1730,165274.26344300638
1731,123366.66767249806
1732,133061.2213373583
1733,119936.12676556173
1734,129332.03578221357
1735,135731.4198821896
1736,118278.21533990932
1737,350320.4003860022
1738,214854.55844879473
1739,281821.2727344518
1740,202435.97758812126
1741,191167.01480031427
1742,172289.3504829217
1743,177278.15831151052
1744,300403.39314215817
1745,237424.08857017127
1746,276623.4206327562
1747,210109.90594971535
1748,210562.6074459866
1749,164453.83268373075
1750,147630.59566729877
1751,217526.10574169917
1752,120337.73791373483
1753,141157.99884399498
1754,196823.99730046303
1755,169259.0879978377
1756,124337.33653119137
1757,123057.8268278396
1758,151837.81823120435
1759,169948.11626968987
1760,159518.6384363224
1761,148967.74587339687
1762,176832.81782665124
1763,169941.52516867855
1764,117659.65968811691
1765,176492.12478897197
1766,176550.20905448706
1767,202283.62303195184
1768,139522.20801725128
1769,155304.23916808952
1770,142095.62133781763
1771,130130.86452647878
1772,129807.91529953509
1773,140181.7988520768
1774,130095.21345488162
1775,135768.055777586
1776,121848.68865367604
1777,116330.4750652351
1778,136680.0751626899
1779,116184.08272649997
1780,175746.59750903444
1781,135605.11018735523
1782,97761.58237554909
1783,134321.76119731896
1784,104513.19057238728
1785,115592.42368488683
1786,161323.63533412892
1787,169141.12795165926
1788,59708.30537048311
1789,96852.8170139639
1790,86492.72721470901
1791,183309.98086127412
1792,153847.55192882437
1793,147264.99771803245
1794,141658.9935200244
1795,136082.5031581145
1796,129701.32091350766
1797,119267.51919714519
1798,125260.55482586188
1799,118266.76788195713
1800,126097.05450108487
1801,125122.32383510789
1802,145820.29017832386
1803,146847.3408234467
1804,140952.12235109907
1805,138524.29338474263
1806,116611.4554978733
1807,128939.52640672191
1808,123827.8823475244
1809,127197.35569957737
1810,148696.24789367238
1811,113000.01266236755
1812,115058.27063888338
1813,122458.67350195977
1814,96523.62061494774
1815,61727.31840113875
1816,101049.094586883
1817,124095.54379860767
1818,131183.81594122588
1819,119284.75545978581
1820,78081.97368980254
1821,120621.80275425705
1822,150010.22271973512
1823,54035.48022806666
1824,143369.2070657055
1825,145511.9508412434
1826,104004.90793161531
1827,103526.07278644094
1828,139364.56046868928
1829,111751.35106260778
1830,138112.37798263665
1831,156918.94521373836
1832,113730.70448965268
1833,140548.64547057694
1834,127442.44409244164
1835,146486.06667406077
1836,129551.02243470744
1837,98235.34510566348
1838,132328.64892957377
1839,90222.62457359041
1840,171038.3486362893
1841,149678.76234459376
1842,90168.98763437549
1843,141737.11805686855
1844,143385.85366265476
1845,143824.13054676895
1846,154306.56012247124
1847,170850.4012628611
1848,59104.78291351692
1849,119722.0488007309
1850,127191.10510692724
1851,158474.00292360474
1852,131650.88069457992
1853,139000.43616237084
1854,171581.08805836499
1855,155740.54158436548
1856,221411.3351894652
1857,172583.1280475862
1858,142037.48141180712
1859,119220.15626558359
1860,153412.6184015671
1861,118958.87098391184
